Name;Tracks;Scrobbles;Rank
"Joel Pike";"1";"7";"2080"
"Muhal Richard Abrams";"2";"25";"577"
"Morton Feldman";"1";"9";"1687"
"Tord Gustavsen Trio";"1";"10";"1540"
"Lil Hardin Armstrong";"1";"11";"1407"
"Naoko Sakata";"1";"7";"2081"
"Esbjörn Svensson Trio";"1";"11";"1408"
"Denial";"1";"9";"1688"
"William Orbit";"1";"7";"2082"
"Sassy J";"1";"1";"7004"
"Minitel";"1";"1";"7005"
"Drew Gragg";"1";"6";"2354"
"Josey Rebelle";"1";"1";"7006"
"DJ Marcelle";"1";"2";"4820"
"AFRODEUTSCHE";"1";"2";"4821"
"Fotomachine";"1";"2";"4822"
"Brassfoot";"1";"2";"4823"
"Automation";"1";"2";"4824"
"Reggie Dokes";"1";"1";"7007"
"Herr Jan";"1";"1";"7008"
"Pastor Leumund";"1";"1";"7009"
"Falle Nioke";"9";"62";"221"
"JUNIOR EXECUTIVE";"1";"2";"4825"
"Mickey Hart";"1";"18";"849"
"Gman";"1";"2";"4826"
"Foremost Poets";"1";"1";"7010"
"Popnoname";"1";"2";"4827"
"Midnight Magic";"2";"35";"404"
"Mathias Modica";"3";"3";"3763"
"Afterhour Sounds";"1";"2";"4828"
"Mr. Turner";"1";"1";"7011"
"Dave Clarke";"1";"1";"7012"
"Nasty Habits";"1";"1";"7013"
"Humate";"1";"1";"7014"
"LSB";"1";"1";"7015"
"Plunky";"1";"12";"1289"
"Nana Adjoa";"1";"1";"7016"
"Krishna Das";"1";"2";"4829"
"Deuter";"1";"1";"7017"
"Craig Pruess and Ananda";"2";"2";"4830"
"MC Yogi";"1";"2";"4831"
"Wah!";"1";"2";"4832"
"Sacred Earth";"1";"1";"7018"
"Jane Winther";"1";"1";"7019"
"Ty Burhoe";"1";"1";"7020"
"Meditative Mind";"1";"1";"7021"
"Ajeet";"1";"1";"7022"
"Matteo Silva";"1";"1";"7023"
"Todd Norian";"1";"1";"7024"
"Jai Uttal";"1";"1";"7025"
"Giselle World";"1";"17";"902"
"Charlie Hunter";"2";"2";"4833"
"Cinnaman";"5";"7";"2083"
"Uschi Classen";"1";"1";"7026"
"Qrion";"1";"2";"4834"
"Erosion Flow";"1";"1";"7027"
"Lianne La Havas";"1";"1";"7028"
"Sandra Bernardo";"3";"4";"3107"
"The Limiñanas";"1";"1";"7029"
"The Polish Ambassador";"1";"1";"7030"
"João Donato";"1";"1";"7031"
"Viggo Dyst";"1";"1";"7032"
"Two Another";"2";"4";"3108"
"Bronson";"2";"4";"3109"
"Gregor Salto";"1";"1";"7033"
"Keith Kirchoff";"1";"1";"7034"
"Aged in Harmony";"5";"19";"797"
"Glass Beams";"10";"47";"306"
"Atmosfear";"2";"5";"2665"
"Universal Togetherness Band";"4";"15";"1012"
"Royale";"1";"1";"7035"
"Don Blackman";"2";"4";"3110"
"Aeroplane";"1";"22";"679"
"Gümix";"1";"1";"7036"
"Mustard";"1";"9";"1689"
"Sotomayor";"1";"17";"903"
"Anka Foh";"4";"32";"440"
"DGTL";"1";"3";"3764"
"Long Island Sound";"8";"32";"441"
"Colors In Waves";"1";"1";"7037"
"Västlänken";"1";"10";"1541"
"Jose Neil Gomes";"1";"2";"4835"
"Pascal Schumacher";"1";"1";"7038"
"･ ･－･ ･－ ･･･ ･ －･･";"1";"1";"7039"
"Gregoire Maret";"1";"1";"7040"
"Mali Music";"16";"71";"185"
"Seba Campos";"2";"5";"2666"
"DJ Motion";"1";"5";"2667"
"Teleplasmiste";"1";"1";"7041"
"Montoya";"5";"18";"850"
"&ME";"10";"51";"283"
"Yelfris Valdés";"1";"1";"7042"
"Marteria";"1";"5";"2668"
"Robert Lamm";"1";"1";"7043"
"Pete Rock";"3";"10";"1542"
"Guy Gerber";"1";"1";"7044"
"Hoogen";"1";"1";"7045"
"invrs";"7";"7";"2084"
"Pagany";"1";"1";"7046"
"X-101";"1";"2";"4836"
"Circoloco";"1";"3";"3765"
"Teaspoon";"1";"2";"4837"
"Slauson Malone";"1";"3";"3766"
"Ry Cooder";"1";"1";"7047"
"Kosheen";"1";"1";"7048"
"Aaron Diehl";"1";"1";"7049"
"Gabriels";"3";"21";"713"
"Martin Kohlstedt";"1";"1";"7050"
"Dario Lessing";"1";"1";"7051"
"The Black Dog";"2";"23";"642"
"Rhythm & Sound";"4";"12";"1290"
"Chris Hyson";"2";"3";"3767"
"Joanne Forman";"1";"1";"7052"
"Zonderling";"1";"12";"1291"
"Scuba Z";"1";"1";"7053"
"Aucel";"1";"2";"4838"
"Queen Yahna";"1";"14";"1087"
"Bobby Womack";"1";"1";"7054"
"Angelo De Augustine";"1";"11";"1409"
"Michael White";"1";"1";"7055"
"Donny Hathaway";"2";"2";"4839"
"Metronomy";"3";"15";"1013"
"Damon Locks";"2";"5";"2669"
"Les Mamans du Congo";"12";"40";"356"
"Christine Salem";"2";"4";"3111"
"Baltra";"2";"14";"1088"
"Glen Brown";"1";"8";"1877"
"Batida apresenta: IKOQWE";"1";"15";"1014"
"Nuyorican Soul";"5";"5";"2670"
"Köni";"1";"3";"3768"
"Bliz Nochi";"1";"1";"7056"
"The Oddness";"2";"3";"3769"
"Nat Barrera";"1";"2";"4840"
"Palms Trax";"2";"4";"3112"
"Uabos";"1";"13";"1182"
"Bushwacka!";"1";"4";"3113"
"Aukai";"2";"3";"3770"
"Gerard Cousins";"1";"1";"7057"
"Moff & Tarkin";"1";"10";"1543"
"Gesloten Cirkel";"1";"6";"2355"
"Collins";"1";"13";"1183"
"Tober & Tober";"1";"11";"1410"
"LOKD";"1";"1";"7058"
"deep dimension";"1";"1";"7059"
"martha fun straaten";"1";"2";"4841"
"zmeyev";"3";"3";"3771"
"Radio Citizen";"2";"28";"511"
"Phlocalyst";"1";"1";"7060"
"Slipfunc";"1";"1";"7061"
"The Doors";"1";"1";"7062"
"Nu Genea";"5";"7";"2085"
"Hippie Dance";"1";"1";"7063"
"Cloudchord";"1";"1";"7064"
"Hoffy Beats";"1";"1";"7065"
"R.E.M.";"1";"1";"7066"
"The Cure";"1";"1";"7067"
"Janis Joplin";"2";"2";"4842"
"Naty Seres";"1";"1";"7068"
"Damon Albarn";"18";"64";"212"
"Reverie";"1";"1";"7069"
"Beak>";"1";"1";"7070"
"My Morning Jacket";"1";"3";"3772"
"Tranquility Bass";"1";"12";"1292"
"Janax Pacha";"1";"16";"960"
"Tiefe Wasser Berlin";"1";"1";"7071"
"Lakou Mizik";"2";"12";"1293"
"Lucio Battisti";"1";"1";"7072"
"João Gilberto";"1";"2";"4843"
"Italo Brutalo";"1";"1";"7073"
"ntombi ndaba";"1";"13";"1184"
"Themba";"1";"1";"7074"
"SONNS";"1";"11";"1411"
"Oracle Sisters";"2";"2";"4844"
"Seckou Keita";"6";"12";"1294"
"ᗰᗩᖇIEᑌ";"1";"1";"7075"
"David Rausch";"2";"2";"4845"
"Goat Girl";"1";"1";"7076"
"Jane Weaver";"1";"1";"7077"
"Thom Yorke";"1";"1";"7078"
"She Drew the Gun";"1";"1";"7079"
"Karen O";"1";"1";"7080"
"Kae Tempest";"4";"4";"3114"
"JO BISSA";"1";"1";"7081"
"El Michels Affair meets Liam Bailey";"12";"58";"244"
"Vaughan Mason";"1";"1";"7082"
"Tonbruket";"5";"6";"2356"
"Erland Cooper";"3";"7";"2086"
"Kenny Wheeler";"1";"2";"4846"
"RIDDIM CHANGO RECORDS";"1";"1";"7083"
"Koreless";"5";"7";"2087"
"Jacob Haage";"1";"1";"7084"
"Astrid Sonne";"2";"2";"4847"
"Yasuaki Shimizu";"1";"2";"4848"
"Space Afrika";"2";"2";"4849"
"Skalpel";"2";"5";"2671"
"Quasimoto";"1";"1";"7085"
"Nitty Gritty® Store Hours";"1";"1";"7086"
"RINse FM";"1";"1";"7087"
"Dogger";"1";"1";"7088"
"Shy FX";"1";"1";"7089"
"Mòo & Jo";"1";"1";"7090"
"Ilian Tape";"1";"1";"7091"
"Tom Wienland (Sound Voyage ,7 Samurai, panOptikum)";"1";"4";"3115"
"Stones Throw Records";"1";"1";"7092"
"Rogue D";"1";"1";"7093"
"Flow Music";"1";"1";"7094"
"Caleesi & Sarah Kreis";"1";"1";"7095"
"Molly Lewis";"3";"6";"2357"
"ChairmanK";"1";"2";"4850"
"Takuya Kuroda";"2";"12";"1295"
"Mellow";"1";"1";"7096"
"UDM";"1";"1";"7097"
"Maga Bo";"1";"10";"1544"
"HaHa Sounds Collective";"1";"1";"7098"
"Waldo's Gift";"2";"2";"4851"
"Menahan Street Band";"4";"18";"851"
"John Lurie";"1";"21";"714"
"Dadawah";"1";"1";"7099"
"Web Web";"25";"109";"97"
"The Still Brothers";"1";"2";"4852"
"Janelle Monáe";"1";"2";"4853"
"Don Cherry";"6";"12";"1296"
"Annette Peacock";"1";"1";"7100"
"Terry Riley";"1";"1";"7101"
"Farhot";"2";"2";"4854"
"Balkan Taksim";"1";"1";"7102"
"Faithless";"1";"1";"7103"
"Délicieuse Musique";"1";"3";"3773"
"D.DAN";"1";"1";"7104"
"Nils Wülker";"2";"3";"3774"
"Zebra Centauri";"1";"4";"3116"
"les enfants sauvages";"1";"1";"7105"
"SPANDAU20";"1";"1";"7106"
"Ìxtahuele";"1";"1";"7107"
"Mahmoud Guinia";"3";"4";"3117"
"Erik von Spreckelsen";"1";"2";"4855"
"18 Rays";"2";"3";"3775"
"Dream Stars";"1";"1";"7108"
"Sedibus";"1";"1";"7109"
"G.B. Beckers";"1";"1";"7110"
"Ninja Tune";"1";"1";"7111"
"Fusion Groove Orchestra";"1";"3";"3776"
"Nikolaïevitch";"1";"1";"7112"
"Sarah Neufeld";"1";"2";"4856"
"Dürerstuben";"1";"1";"7113"
"Deer";"1";"1";"7114"
"Nutia";"1";"1";"7115"
"lokke";"1";"1";"7116"
"Fran & Flora";"1";"1";"7117"
"Johanna Burnheart";"1";"1";"7118"
"Esteble";"1";"1";"7119"
"Tepeme Música";"3";"5";"2672"
"Prince Fatty";"2";"4";"3118"
"Sven Wunder";"11";"23";"643"
"Jon Kennedy";"11";"61";"227"
"Phil Stroud";"1";"6";"2358"
"Chapelier Fou";"2";"8";"1878"
"Chris Merrick Hughes";"1";"1";"7120"
"ishi vu";"1";"10";"1545"
"Mama";"1";"14";"1089"
"Mabe Fratti";"1";"4";"3119"
"Alyson McNamara";"1";"8";"1879"
"Ghost Funk Orchestra";"3";"6";"2359"
"Yppah";"1";"2";"4857"
"Patrick Pulsinger";"1";"1";"7121"
"Motte Edits";"2";"3";"3777"
"David Rojas";"1";"1";"7122"
"Sun Palace";"1";"1";"7123"
"Function";"1";"7";"2088"
"Cihangir Aslan";"1";"18";"852"
"Rosie Lowe";"7";"15";"1015"
"The KBCS";"1";"1";"7124"
"brother portrait";"1";"1";"7125"
"Mom";"2";"2";"4858"
"Josiah Steinbrick";"6";"11";"1412"
"Ulises Conti";"1";"1";"7126"
"Glenn Gould";"1";"1";"7127"
"algarhythms";"1";"3";"3778"
"80’s Child";"1";"1";"7128"
"Yasmin Williams";"1";"2";"4859"
"Vanishing Twin";"4";"9";"1690"
"Arooj Aftab";"4";"19";"798"
"Alain Goraguer";"1";"1";"7129"
"Leslie Winer";"1";"1";"7130"
"Haiku Salut";"1";"16";"961"
"Nailah Hunter";"2";"13";"1185"
"TALsounds";"1";"1";"7131"
"Carm";"1";"1";"7132"
"Thomash (Pollinations)";"1";"2";"4860"
"Diego Alejandro Silva";"1";"1";"7133"
"Karen y Los Remedios";"2";"4";"3120"
"Ronald Christoph";"1";"2";"4861"
"NEU/BODY";"1";"1";"7134"
"CircoLoco Records";"1";"1";"7135"
"Steffen Kirchhoff";"1";"10";"1546"
"Fergie";"1";"10";"1547"
"Cro";"2";"2";"4862"
"Alivenique";"1";"1";"7136"
"Drames Rurals";"2";"8";"1880"
"Skiifall";"1";"2";"4863"
"Ol' Burger Beats";"2";"14";"1090"
"Silky Drip";"2";"2";"4864"
"Jacana People";"3";"3";"3779"
"diantonie";"1";"1";"7137"
"-M-";"3";"3";"3780"
"Tsegue-Maryam Guebrou";"1";"4";"3121"
"Arthur Verocai";"1";"3";"3781"
"Foehn Trio";"2";"3";"3782"
"Kairo";"2";"2";"4865"
"Tara Clerkin Trio";"4";"9";"1691"
"monki";"2";"3";"3783"
"Gonz Cabrera";"1";"2";"4866"
"Galactic Funk";"1";"1";"7138"
"Whypeopledance";"1";"1";"7139"
"Colin Vallon";"1";"2";"4867"
"Evamuss";"1";"1";"7140"
"Filippo Moscatello";"1";"1";"7141"
"Chris Stath";"1";"1";"7142"
"Phish";"1";"1";"7143"
"Dylevn";"1";"1";"7144"
"Peter Luedemann";"1";"1";"7145"
"Zug der Liebe";"1";"1";"7146"
"thebunkerny";"1";"5";"2673"
"Warmth";"1";"3";"3784"
"Emeka Ogboh";"1";"14";"1091"
"Arjuna Oakes";"15";"50";"290"
"Minoru Muraoka";"1";"22";"680"
"SMERZ";"2";"9";"1692"
"Phase Phorce";"1";"5";"2674"
"Adryan";"1";"5";"2675"
"GILB";"1";"5";"2676"
"Bel-Air Ltd";"1";"5";"2677"
"The Prince of Dance Music";"1";"5";"2678"
"Jared Wilson";"1";"4";"3122"
"The Godson";"1";"4";"3123"
"Lady B";"1";"4";"3124"
"Bluestaeb";"5";"6";"2360"
"Mike Servito";"1";"1";"7147"
"Live At Robert Johnson";"1";"3";"3785"
"Koffee";"1";"16";"962"
"Wig Wam";"1";"10";"1548"
"Bang Camaro";"1";"11";"1413"
"Phonica Records";"1";"1";"7148"
"IsBurning";"1";"3";"3786"
"Otis Sandsjö";"5";"6";"2361"
"TheSorryEntertainer";"1";"1";"7149"
"Philipp Fein";"1";"2";"4868"
"DJ Fog Puma";"1";"1";"7150"
"Dumbo Gets Mad";"1";"1";"7151"
"Alma Linda";"3";"5";"2679"
"Sound Earth Legacy";"1";"2";"4869"
"Maxim Lany";"1";"2";"4870"
"Gab Ferreira";"1";"2";"4871"
"Fabulous/Arabia";"1";"1";"7152"
"Valerie June";"1";"1";"7153"
"Alain Bellaïche";"2";"5";"2680"
"Inwards";"1";"16";"963"
"The Poets of Rhythm";"3";"9";"1693"
"Let Your Hair Down";"1";"1";"7154"
"Doctor Flake";"5";"25";"578"
"Clem Beatz";"3";"6";"2362"
"The Geek x Vrv";"4";"6";"2363"
"brass.beats";"1";"1";"7155"
"Dafuniks";"3";"11";"1414"
"Downtown Owl";"2";"5";"2681"
"Novvel";"1";"2";"4872"
"Lemeria";"1";"1";"7156"
"JK Soul";"1";"1";"7157"
"Bequem";"1";"2";"4873"
"Logic1000";"4";"13";"1186"
"Jacques Greene";"1";"1";"7158"
"Cascadeur";"1";"1";"7159"
"Christina Higham";"1";"3";"3787"
"Hideyuki Hashimoto";"2";"3";"3788"
"Sofia Nystrand";"1";"1";"7160"
"Rob Burger";"1";"2";"4874"
"Carlo Boscolli";"1";"3";"3789"
"William Cas";"2";"2";"4875"
"Dennis Korn";"1";"2";"4876"
"Sofiane Pamart";"1";"1";"7161"
"Asfar Hussain";"1";"1";"7162"
"Bobby Hutcherson";"1";"1";"7163"
"Cal Tjader";"1";"1";"7164"
"Quarter to Africa";"1";"2";"4877"
"Mira (Berlin)";"1";"15";"1016"
"New Age Doom";"1";"1";"7165"
"Craig Leon";"1";"1";"7166"
"µ-Ziq";"2";"2";"4878"
"Tristan Arp";"3";"3";"3790"
"Riyoon";"2";"2";"4879"
"Hrag Mikkel";"1";"1";"7167"
"Lee Clarke";"2";"8";"1881"
"The Smile";"20";"32";"442"
"gouranga";"1";"1";"7168"
"Los Bitchos";"8";"23";"644"
"Dargz";"10";"31";"459"
"Fleetwood Mac";"13";"59";"239"
"In Aeternam Vale";"1";"2";"4880"
"Shlømo";"1";"2";"4881"
"EKSERD";"1";"1";"7169"
"Mishka";"1";"1";"7170"
"General Elektriks";"1";"1";"7171"
"Agoria";"2";"3";"3791"
"Spaniol";"10";"10";"1549"
"10cc";"2";"2";"4882"
"Carole King";"1";"1";"7172"
"Joe Walsh";"1";"1";"7173"
"Robert Palmer";"2";"2";"4883"
"Supertramp";"1";"1";"7174"
"Boz Scaggs";"1";"1";"7175"
"America";"1";"1";"7176"
"The Police";"1";"1";"7177"
"The Band";"1";"1";"7178"
"Van Morrison";"1";"1";"7179"
"Raffy Bushman";"2";"2";"4884"
"Diana Ross";"1";"1";"7180"
"Sam & Dave";"1";"1";"7181"
"Bastille";"1";"1";"7182"
"The O'Jays";"1";"1";"7183"
"The Doobie Brothers";"1";"1";"7184"
"Antonín Dvořák";"2";"2";"4885"
"George Frideric Handel";"15";"15";"1017"
"Franz Joseph Haydn";"3";"3";"3792"
"Edvard Grieg";"3";"3";"3793"
"Franz Schubert";"2";"2";"4886"
"Georges Bizet";"2";"2";"4887"
"Jacques Blanc";"1";"2";"4888"
"Iñaki García";"1";"1";"7185"
"Vetle Nærø";"1";"2";"4889"
"Nadia Oak";"1";"1";"7186"
"Areni Agbabian";"1";"1";"7187"
"Arash SaneE";"1";"3";"3794"
"Alice In Winter";"1";"1";"7188"
"Jørg Sorensen";"1";"2";"4890"
"Flóki";"1";"1";"7189"
"Music Lab Collective";"1";"2";"4891"
"Poppy Ackroyd";"1";"1";"7190"
"Eik Octobre";"1";"1";"7191"
"Wide Eyed";"1";"1";"7192"
"Mahan Farzad";"1";"1";"7193"
"John Glacier";"2";"17";"904"
"Kedr Livanskiy";"1";"1";"7194"
"Hamburg Spinners";"1";"5";"2682"
"Eiji Nakayama";"1";"1";"7195"
"_by.ALEXANDER";"3";"5";"2683"
"Nala Sinephro";"3";"8";"1882"
"Mindy Meng Wang 王萌";"3";"11";"1415"
"Scion";"8";"9";"1694"
"Jean Carn";"2";"4";"3125"
"Jianbo";"1";"1";"7196"
"Fred again..";"5";"12";"1297"
"Hubbabubbaklubb";"2";"7";"2089"
"Huw Marc Bennett";"11";"35";"405"
"Move 78";"19";"101";"111"
"Zeitgeist Freedom Energy Exchange";"22";"109";"98"
"Plaid";"1";"4";"3126"
"Silent Poets";"2";"3";"3795"
"Luca Lozano";"1";"6";"2364"
"Luca De-Santo";"1";"7";"2090"
"Oki";"2";"4";"3127"
"Apifera";"6";"20";"745"
"Aurora Dee Raynes";"1";"1";"7197"
"Rose Riebl";"1";"1";"7198"
"Doug Thomas";"1";"1";"7199"
"Caoimhín Ó Raghallaigh";"1";"1";"7200"
"Ola Claësson";"1";"1";"7201"
"Franz Becker";"1";"1";"7202"
"Jess Gillam";"1";"1";"7203"
"Otto A Totland";"1";"1";"7204"
"Jelly Cleaver";"1";"2";"4892"
"Tarwater";"2";"4";"3128"
"Sebastian Plano";"1";"1";"7205"
"Suricata";"1";"1";"7206"
"Cornelius Doctor";"1";"7";"2091"
"Markoza";"1";"1";"7207"
"Mind End";"1";"1";"7208"
"Svaneborg Kardyb";"16";"44";"322"
"Herbert";"21";"94";"128"
"Sibusile Xaba";"1";"1";"7209"
"박혜진 Park Hye Jin";"2";"9";"1695"
"Lady Blackbird";"3";"7";"2092"
"Ballaké Sissoko";"5";"19";"799"
"Fuubutsushi";"1";"1";"7210"
"Vivian Roost";"1";"1";"7211"
"Kimbra";"1";"1";"7212"
"Sound Of Mint";"1";"1";"7213"
"Lee Jones";"1";"1";"7214"
"WYS";"2";"3";"3796"
"Gotye";"1";"1";"7215"
"KYONGPAUL";"4";"22";"681"
"Bitchin Bajas";"7";"9";"1696"
"Dave Okumu";"1";"1";"7216"
"Ben Marc";"14";"90";"140"
"Rogér Fakhr";"5";"12";"1298"
"Koki Nakano";"2";"2";"4893"
"Meduza";"1";"1";"7217"
"Deepend";"1";"1";"7218"
"Kalipo";"1";"7";"2093"
"Charles Mingus";"1";"2";"4894"
"Simon Lovermann";"2";"6";"2365"
"LI YILEI";"3";"11";"1416"
"Gene Lawrence";"1";"1";"7219"
"Yom";"13";"17";"905"
"Rosinha de Valença";"1";"12";"1299"
"Blundetto";"6";"15";"1018"
"Galt Macdermot";"1";"1";"7220"
"Hardkandy";"2";"2";"4895"
"Boris Garbiner Happening";"1";"1";"7221"
"Gil Scott-Heron & Brian Jackson";"1";"15";"1019"
"Girma Bèyènè";"2";"4";"3129"
"Baba Ali";"1";"3";"3797"
"Supergombo";"11";"71";"186"
"Dana Gavanski";"1";"2";"4896"
"e.vax";"2";"4";"3130"
"All Day Breakfast Cafe";"2";"13";"1187"
"pijama land";"1";"2";"4897"
"The KLF";"2";"14";"1092"
"Voyou";"1";"1";"7222"
"Lonely Guest";"2";"2";"4898"
"Alina Bzhezhinska";"13";"62";"222"
"Vega Trails";"4";"9";"1697"
"Harry Mudie";"3";"15";"1020"
"Extra Golden";"2";"2";"4899"
"Say She She";"27";"132";"72"
"Marisa Anderson";"1";"1";"7223"
"Gitkin";"7";"25";"579"
"Le Parody";"1";"1";"7224"
"Happyness";"1";"2";"4900"
"Eli & Fur";"1";"1";"7225"
"Larry Goldings";"1";"8";"1883"
"Jeremiah Chiu";"6";"22";"682"
"The Scorpions";"2";"13";"1188"
"Pyramid Project";"1";"7";"2094"
"Bananagun";"11";"40";"357"
"Fred Pallem";"1";"12";"1300"
"Cochemea";"6";"24";"607"
"Maria Chiara Argirò";"3";"6";"2366"
"1000 Beasts";"1";"1";"7226"
"Ted Lucas";"9";"21";"715"
"Minnie Riperton";"1";"14";"1093"
"Daniel Herskedal";"1";"1";"7227"
"Moon Diagrams";"2";"3";"3798"
"Arushi Jain";"1";"1";"7228"
"Houston & Dorsey";"1";"5";"2684"
"Joe Emerson";"2";"2";"4901"
"Moritz von Oswald Trio";"11";"23";"645"
"Richie Hawtin";"1";"3";"3799"
"Dub Syndicate";"8";"8";"1884"
"Roderic";"1";"18";"853"
"The Herbaliser";"8";"20";"746"
"Backini";"1";"1";"7229"
"Protassov";"1";"1";"7230"
"The Spy from Cairo";"2";"2";"4902"
"Scratch Bandits Crew";"1";"1";"7231"
"Marco Kleebauer";"1";"1";"7232"
"Da Break";"2";"5";"2685"
"Deepside Ludovic Navarre";"2";"8";"1885"
"Wet Leg";"1";"3";"3800"
"The Maccabees";"1";"1";"7233"
"Miret";"1";"11";"1417"
"Girma Hadgu";"1";"2";"4903"
"Robbie Basho";"1";"2";"4904"
"Leo Nocentelli";"1";"2";"4905"
"Yukicito";"1";"1";"7234"
"Seed Ensemble";"1";"1";"7235"
"Olof Dreijer";"4";"11";"1418"
"Taylor McFerrin";"4";"7";"2095"
"Grupo Bahia";"1";"2";"4906"
"Ms. Lauryn Hill";"1";"2";"4907"
"Melanie Charles";"12";"22";"683"
"Orchestre Tout Puissant Marcel Duchamp";"5";"8";"1886"
"Sexy Lazer";"3";"9";"1698"
"Sawako";"1";"1";"7236"
"Omni Gardens";"4";"8";"1887"
"Skrillex";"1";"1";"7237"
"Endel";"7";"7";"2096"
"Bolis Pupul";"12";"44";"323"
"Lonnie Holley";"1";"8";"1888"
"Warpaint";"10";"49";"295"
"Common Saints";"9";"12";"1301"
"Anthony Joseph";"2";"3";"3801"
"Pasteur Lappe";"2";"3";"3802"
"Lauren Ritter";"2";"3";"3803"
"Sofie Royer";"1";"11";"1419"
"Shabaka";"3";"7";"2097"
"Donald's House";"2";"4";"3131"
"Kimyan Law";"1";"2";"4908"
"Haiyti";"1";"1";"7238"
"Dj Divo";"1";"7";"2098"
"Chloé (Thévenin)";"1";"1";"7239"
"Bonfante";"1";"1";"7240"
"Barry Can't Swim";"32";"213";"29"
"Heinrich Kobberling";"7";"8";"1889"
"Lady Zu";"2";"9";"1699"
"Carlinhos Trompete";"2";"7";"2099"
"Luís Vagner";"2";"7";"2100"
"Tony Bizarro";"2";"8";"1890"
"Toni Tornado";"2";"7";"2101"
"Name UL";"1";"1";"7241"
"King Ghazi Presents Abu Sayah";"1";"1";"7242"
"SEBASTIEN CASANOVA";"2";"6";"2367"
"Y E L A G U A";"1";"1";"7243"
"Elektro Hafız";"1";"16";"964"
"Loli Molina";"5";"16";"965"
"Paulo Coração";"1";"1";"7244"
"Junior Mendes";"1";"1";"7245"
"Serginho Meriti";"1";"1";"7246"
"Anacy Arcanjo";"1";"1";"7247"
"Felix Laband";"12";"17";"906"
"Dope Lemon";"1";"1";"7248"
"Kenneth Bager";"1";"24";"608"
"MILJON";"1";"1";"7249"
"Solomun";"2";"6";"2368"
"Katalyst";"8";"20";"747"
"Phoebe Killdeer and the Short Straws";"1";"1";"7250"
"Brock Berrigan";"1";"1";"7251"
"Hooverphonic";"1";"1";"7252"
"I Monster";"2";"4";"3132"
"Hedflux";"1";"1";"7253"
"Gramatik";"1";"1";"7254"
"Still Corners";"1";"2";"4909"
"Santi & Tuğçe";"2";"2";"4910"
"Monkey Marc";"1";"1";"7255"
"Michael Nau";"2";"24";"609"
"Trinity FM";"1";"1";"7256"
"Benoît Pioulard";"1";"1";"7257"
"The Bongo Hop";"11";"14";"1094"
"Ólöf Arnalds";"1";"1";"7258"
"DJ Double";"1";"1";"7259"
"01001101";"1";"1";"7260"
"Ricardo Villalobos";"3";"17";"907"
"Cesar Merveille";"1";"2";"4911"
"Reboot";"1";"1";"7261"
"Rhadoo";"1";"2";"4912"
"Up, Bustle and Out";"2";"17";"908"
"Brandon Coleman";"17";"33";"430"
"Batbait";"1";"4";"3133"
"Zé Roberto";"1";"1";"7262"
"Louis Armstrong";"1";"1";"7263"
"Axel Thesleff";"1";"1";"7264"
"Tame Impala";"2";"4";"3134"
"Frankey & Sandrino";"1";"3";"3804"
"Fka Mash";"1";"9";"1700"
"Akofa Akoussah";"3";"9";"1701"
"Anushka";"1";"1";"7265"
"Brittany Howard";"1";"1";"7266"
"Stringtronics";"1";"1";"7267"
"Mamman Sani";"3";"6";"2369"
"Makers";"1";"4";"3135"
"Aldorande";"1";"4";"3136"
"Philip Ackowsky";"1";"2";"4913"
"Kronotrope";"1";"1";"7268"
"Stephen Disario";"1";"2";"4914"
"SW.";"2";"2";"4915"
"Jason Peters";"2";"5";"2686"
"Massimiliano Pagliara";"2";"4";"3137"
"Rage Against the Machine";"3";"3";"3805"
"Daniel Kehlmann";"1";"1";"7269"
"Martín Buscaglia";"1";"1";"7270"
"Aca Seca Trio";"1";"1";"7271"
"Tour-Maubourg";"36";"94";"129"
"The Detroit Escalator Co.";"1";"1";"7272"
"Blanka";"2";"6";"2370"
"Don Melody Club";"3";"6";"2371"
"Space Farm";"1";"1";"7273"
"Fred und Luna";"1";"9";"1702"
"La Chica";"1";"2";"4916"
"Yalnayak";"1";"11";"1420"
"Bloom Bat";"2";"4";"3138"
"QUINQUIS";"1";"1";"7274"
"Marengo";"1";"1";"7275"
"Ibeyi";"1";"1";"7276"
"John Roberts";"1";"1";"7277"
"space echo";"1";"1";"7278"
"Jaded";"2";"9";"1703"
"The Diasonics";"6";"6";"2372"
"McCoy Tyner";"1";"1";"7279"
"YokoO";"1";"7";"2102"
"Francis Harris";"12";"34";"414"
"Kate Simko";"1";"2";"4917"
"Triorität";"2";"3";"3806"
"Ghetto Priest";"2";"9";"1704"
"Rosinha De Valencia";"1";"1";"7280"
"Immersion";"1";"1";"7281"
"Conclave";"13";"45";"315"
"Akasha";"2";"11";"1421"
"Freestyle Man";"3";"23";"646"
"Klangkarussell";"1";"1";"7282"
"Ruby Goon";"1";"5";"2687"
"Wau Wau Collectif";"18";"31";"460"
"Lucien Johnson";"1";"1";"7283"
"Elijah Minnelli";"1";"1";"7284"
"Eduardo Castillo";"1";"11";"1422"
"Paula Tape";"2";"12";"1302"
"Pale Jay";"6";"11";"1423"
"Facta";"1";"2";"4918"
"Derya Yıldırım & Grup Şimşek";"4";"20";"748"
"Guy Contact";"1";"2";"4919"
"Greentea Peng";"23";"34";"415"
"Prefuse 73";"2";"9";"1705"
"Matt Berry";"1";"1";"7285"
"Eric Hilton";"3";"5";"2688"
"Etran de L'AÏr";"2";"2";"4920"
