Name;Tracks;Scrobbles;Rank
"MY MAMA SAID TO GET THINGS DONE";"1";"2";"4215"
"prrrrrrr";"1";"1";"5660"
"DJ Shadow";"3";"3";"3447"
"Mercedes Sosa";"1";"1";"5661"
"Souleance";"17";"25";"565"
"The Human League";"2";"2";"4216"
"bathing";"9";"11";"1358"
"Stanley Cowell Trio";"1";"4";"2921"
"Butcher Brown";"47";"119";"84"
"Martin Waslewski & Ole Biege";"1";"2";"4217"
"Mekine U Teksi";"10";"33";"422"
"Chris Annibell";"1";"1";"5662"
"Alsarah & The Nubatones";"2";"2";"4218"
"Loya";"4";"6";"2258"
"Nathan Fake";"4";"10";"1493"
"Overmono";"3";"4";"2922"
"TFGC011";"1";"1";"5663"
"Om Buschman";"4";"18";"821"
"Sanza";"2";"7";"1996"
"Total Art Of Percussion";"1";"8";"1788"
"Argile";"2";"8";"1789"
"Rüdiger Oppermann's Harp Attack";"1";"4";"2923"
"Bob Moses";"1";"4";"2924"
"Ralf Nowy";"1";"4";"2925"
"Trimopen";"1";"4";"2926"
"Kaidi Tatham";"16";"37";"381"
"TCP";"1";"8";"1790"
"Hunts Determination Band";"1";"1";"5664"
"The Daktaris";"2";"3";"3448"
"Urubu Marinka & Gama";"1";"1";"5665"
"A Macaca with Peace & Rojey";"1";"2";"4219"
"Thomash & Osmarino Freitas";"1";"3";"3449"
"Jaku Nã";"1";"1";"5666"
"Toto Chiavetta";"3";"3";"3450"
"DJ Normal 4";"1";"2";"4220"
"Marbert Rocel";"15";"29";"482"
"Vibe Street";"1";"1";"5667"
"Sarah Kreis";"1";"1";"5668"
"Tropical Twista Records";"2";"2";"4221"
"Gunjah";"1";"1";"5669"
"Calico Horse";"1";"3";"3451"
"Tempo Di Roma";"1";"2";"4222"
"Edit Service 10";"1";"2";"4223"
"Crown Ruler Mix #1";"1";"1";"5670"
"DJ Normal 4   Bufiman";"1";"2";"4224"
"Bufiman   DJ Normal 4";"1";"1";"5671"
"Marvin & Guy";"1";"5";"2532"
"Cyro Baptista";"33";"44";"318"
"Danny White";"1";"1";"5672"
"O Terço";"1";"1";"5673"
"LateComer";"4";"9";"1620"
"Pional";"4";"8";"1791"
"Jullian Gomes";"2";"3";"3452"
"Loose Joints";"3";"3";"3453"
"Baka Pygmies";"3";"3";"3454"
"Valentin Stip";"13";"21";"697"
"Mrs Jones";"2";"11";"1359"
"Nicolas Collins";"5";"12";"1240"
"Jonas Hellborg";"6";"6";"2259"
"Medeski, Martin and Wood";"10";"12";"1241"
"Dam~Ru";"1";"1";"5674"
"PREMIERE: Rouge Mécanique";"1";"1";"5675"
"Fruit Merchant";"1";"1";"5676"
"deucio | 613";"1";"1";"5677"
"Dorian Concept";"7";"8";"1792"
"Nikosh";"6";"9";"1621"
"Vakula";"126";"466";"4"
"Dusty Baron";"20";"26";"543"
"GUY ONE";"3";"3";"3455"
"Bileo";"2";"10";"1494"
"Wendo";"1";"2";"4225"
"Energy 52";"1";"3";"3456"
"Electric Wire Hustle";"1";"1";"5678"
"Rhythm";"1";"1";"5679"
"Peven Everett";"4";"9";"1622"
"Bad Jazz Troupe";"1";"1";"5680"
"Rick Poppa Howard";"2";"2";"4226"
"Stone";"2";"5";"2533"
"Fred P";"5";"12";"1242"
"Creative Swing Alliance";"1";"1";"5681"
"Geraldo Pino";"1";"1";"5682"
"Philippe Sarde";"1";"1";"5683"
"Robert Hood";"1";"1";"5684"
"Arts";"1";"1";"5685"
"Motor City Drum Ensemble";"8";"10";"1495"
"Aphex Twin";"9";"21";"698"
"Recloose";"4";"6";"2260"
"Jon and Roy";"1";"1";"5686"
"Bacao Rhythm & Steel Band";"20";"56";"253"
"Willie West";"2";"9";"1623"
"Talos";"2";"3";"3457"
"Franz Ferdinand";"1";"1";"5687"
"Nufrequency";"2";"11";"1360"
"Wildflower";"2";"3";"3458"
"Hercules & Love Affair";"1";"5";"2534"
"Khalab";"23";"40";"352"
"captures";"1";"7";"1997"
"kilchhofer";"5";"8";"1793"
"Chilly Gonzales";"36";"102";"109"
"Knapsack";"1";"1";"5688"
"Silvia Kastel";"2";"2";"4227"
"Martha Van Straaten";"15";"60";"230"
"Jan Schulte";"2";"3";"3459"
"Jantronix Schulte";"2";"4";"2927"
"Scannerfunk";"10";"14";"1046"
"Budakid";"1";"1";"5689"
"Stephen Encinas";"2";"4";"2928"
"Gwen McCrae";"2";"4";"2929"
"Boo Williams";"3";"3";"3460"
"FCL";"1";"1";"5690"
"Steve Spacek";"6";"7";"1998"
"DrumTalk";"2";"6";"2261"
"Lorna";"1";"1";"5691"
"Immaculate Rivombo";"1";"1";"5692"
"Asha Bhosle";"2";"2";"4228"
"Mor Elian";"4";"13";"1145"
"Robot Heart";"1";"1";"5693"
"Kadebostan";"1";"2";"4229"
"Baba Zula";"6";"10";"1496"
"Mike Steva";"1";"3";"3461"
"Actress";"7";"11";"1361"
"Yussef Dayes";"23";"92";"133"
"Solange";"1";"5";"2535"
"DJ Khalab";"10";"71";"181"
"Loft";"2";"2";"4230"
"Me and My Friends";"9";"18";"822"
"Falke";"1";"1";"5694"
"Insight the Truncator";"2";"2";"4231"
"Dirty Projectors";"2";"3";"3462"
"William Florelle";"4";"8";"1794"
"Shye Ben Tzur";"3";"3";"3463"
"The Field";"1";"2";"4232"
"Kiki Gyan";"2";"5";"2536"
"John Coltrane";"4";"4";"2930"
"Let's Eat Grandma";"2";"2";"4233"
"Kamal Keila";"2";"5";"2537"
"Tony Allen & Jeff Mills";"9";"20";"732"
"De Leon";"1";"1";"5695"
"Harmonious Thelonious";"4";"5";"2538"
"Michael Beharie";"3";"3";"3464"
"Le Croque";"1";"3";"3465"
"SHIMZA";"1";"1";"5696"
"Bayta Ag Bay";"1";"1";"5697"
"Abdoulaye Cisse";"1";"1";"5698"
"Sory Bamba";"1";"1";"5699"
"Alèmayèhu Eshèté";"2";"7";"1999"
"Townes Van Zandt";"1";"3";"3466"
"Wallace Collection";"1";"3";"3467"
"Zelia Barbosa";"1";"3";"3468"
"Cleveland";"1";"2";"4234"
"Leila Pinheiro";"1";"5";"2539"
"Rhythm Section INTL";"1";"1";"5700"
"Quixosis";"31";"50";"289"
"Mark Rae";"3";"9";"1624"
"André Melo";"1";"1";"5701"
"A2. L_cio";"1";"1";"5702"
"dekmantel";"6";"9";"1625"
"Karl Hector & The Malcouns";"11";"31";"448"
"Mighty Mo Rodgers";"6";"6";"2262"
"Umeme Afrorave";"1";"1";"5703"
"Tenderlonious";"20";"43";"325"
"Ponzu Island";"1";"3";"3469"
"Ben Hauke";"31";"259";"18"
"Wayne Snow";"11";"29";"483"
"Komon";"5";"11";"1362"
"Harvey Sutherland";"10";"13";"1146"
"Chez Damier";"3";"4";"2931"
"Bobby Mann";"1";"1";"5704"
"Jesse Gould";"1";"1";"5705"
"Hudson People";"1";"23";"623"
"Session Victim";"53";"168";"49"
"Cheops";"1";"2";"4235"
"La Banda de Martin";"1";"2";"4236"
"DENIS MPUNGA & PAUL K.";"1";"6";"2263"
"Martyn";"8";"19";"775"
"Penguin Cafe Orchestra";"7";"27";"519"
"Di Melo";"12";"26";"544"
"Max Graef";"20";"37";"382"
"Tutu Atrash";"7";"21";"699"
"N C C U";"1";"3";"3470"
"Larry Maluma";"1";"5";"2540"
"Creative Arts Ensemble";"1";"1";"5706"
"Wilfred Percussion";"1";"2";"4237"
"Mike Fabulous";"2";"9";"1626"
"Cosmos Universal Band";"1";"2";"4238"
"Los Hermanos";"1";"1";"5707"
"Ezy & Isaac";"1";"3";"3471"
"Kosmik 3";"2";"8";"1795"
"Feladey";"1";"9";"1627"
"Acayouman";"2";"3";"3472"
"J.K. Mandengué";"1";"2";"4239"
"The Staple Singers";"1";"2";"4240"
"Brother Resistance";"2";"12";"1243"
"Legacy";"1";"4";"2932"
"Medlar";"1";"1";"5708"
"Kenny Burrell";"11";"12";"1244"
"Groovestyle";"1";"3";"3473"
"Mindchime Featuring Isi Samuel";"1";"3";"3474"
"The Groove Monster";"1";"2";"4241"
"DJ Tools & Co";"1";"2";"4242"
"Granite";"1";"3";"3475"
"Motor City Drum Ensemble and Jeremy Underground";"1";"2";"4243"
"Mighty Shadow";"1";"1";"5709"
"Kiki Hitomi";"1";"4";"2933"
"Ratgrave";"10";"15";"990"
"Eevee";"1";"1";"5710"
"Djrum";"6";"11";"1363"
"Fat Freddy's Drop";"7";"13";"1147"
"Bastion";"1";"1";"5711"
"The One 'O' Ones";"1";"1";"5712"
"The Clean Hands Group";"1";"1";"5713"
"Metal Voices";"1";"2";"4244"
"Kathy Kosins";"1";"1";"5714"
"Cotonete";"6";"27";"520"
"Kip Hanrahan";"1";"1";"5715"
"Freeez";"1";"1";"5716"
"Velvet Hammer";"1";"3";"3476"
"Paul Johnson";"1";"1";"5717"
"Cro-Magnon";"2";"8";"1796"
"Grooveman Spot";"1";"1";"5718"
"Material";"2";"4";"2934"
"Triforce";"1";"1";"5719"
"Themes For Great Cities";"1";"1";"5720"
"Métron";"1";"1";"5721"
"TFGC015";"1";"1";"5722"
"Nelly Furtado";"1";"1";"5723"
"b";"1";"1";"5724"
"Asa Moto";"1";"2";"4245"
"Devon Russell";"1";"6";"2264"
"Donnacha Costello";"1";"1";"5725"
"Nahawa Doumbia";"2";"6";"2265"
"Bruno Pernadas";"7";"14";"1047"
"bottle tree";"2";"4";"2935"
"Owiny Sigoma Band";"5";"14";"1048"
"Ron Trent";"11";"23";"624"
"Lonnie Liston Smith & The Cosmic Echoes";"8";"8";"1797"
"Django Django";"2";"2";"4246"
"Workdub";"16";"26";"545"
"Michal Turtle";"4";"10";"1497"
"Dub Oven";"3";"3";"3477"
"Vincent";"4";"5";"2541"
"Leon Lowman";"6";"7";"2000"
"Helena Hauff";"4";"5";"2542"
"Das Kraftfuttermischwerk";"1";"1";"5726"
"Christopher";"1";"2";"4247"
"Nostrum Grocers";"10";"14";"1049"
"Orquesta De Las Nubes";"8";"10";"1498"
"O/Y";"20";"71";"182"
"Chaino";"1";"1";"5727"
"Arthur Lyman";"1";"1";"5728"
"Esquivel";"1";"1";"5729"
"Bailey's Nervous Kats";"1";"1";"5730"
"Nicky Roberts";"1";"1";"5731"
"Rhonda Fleming";"1";"1";"5732"
"Yma Sumac";"1";"1";"5733"
"Artie Barsamian";"1";"1";"5734"
"Sam O.B.";"1";"2";"4248"
"Tape Loops";"1";"1";"5735"
"Dee Edwards";"2";"3";"3478"
"Gloria Jay";"2";"2";"4249"
"Linda Jones";"1";"1";"5736"
"Timeless Legend";"1";"6";"2266"
"Syreeta";"1";"1";"5737"
"Roger Damawuzan";"2";"2";"4250"
"Birthday Boy";"1";"1";"5738"
"Death Cab for Cutie";"1";"1";"5739"
"Dita Von Teese";"1";"1";"5740"
"Oliver Koletzki";"2";"3";"3479"
"Sampology";"19";"52";"273"
"Floyd Lavine";"2";"2";"4251"
"Re.You";"1";"2";"4252"
"Susumu Yokota";"33";"108";"102"
"Vincenzo Bellini";"2";"13";"1148"
"Teddy Lasry";"1";"5";"2543"
"Etlan";"1";"1";"5741"
"Stray";"1";"1";"5742"
"Claudia";"1";"3";"3480"
"Kanye West";"1";"1";"5743"
"Log(M)";"1";"1";"5744"
"Amado Maita";"5";"5";"2544"
"King Cats";"1";"1";"5745"
"D.K.";"12";"21";"700"
"Duval Timothy";"15";"24";"589"
"Klaus Johann Grobe";"3";"4";"2936"
"Glue Trip";"6";"9";"1628"
"Herbie Hancock";"18";"23";"625"
"Majid Bekkas";"3";"10";"1499"
"Heerlesn Percussie Ensemble";"1";"1";"5746"
"Jeremy Hyman";"1";"1";"5747"
"Joubert Singers";"1";"2";"4253"
"Marumo";"1";"3";"3481"
"Bosq";"21";"53";"268"
"Joyce";"1";"1";"5748"
"Chain Reaction";"1";"1";"5749"
"Brooklyn Express";"1";"1";"5750"
"Don Armando's Second Avenue Rhumba Band";"1";"1";"5751"
"Gichy Dan";"1";"1";"5752"
"Gino Soccio";"1";"2";"4254"
"Alex M.";"1";"2";"4255"
"Gary's Gang";"1";"1";"5753"
"Kerri Chandler";"4";"5";"2545"
"Roger Thornhill";"1";"2";"4256"
"Pure Energy";"1";"1";"5754"
"Instra:mental";"1";"1";"5755"
"Two Man Sound";"1";"1";"5756"
"G.U.";"1";"1";"5757"
"Susobrino";"4";"6";"2267"
"The Band That Never Met";"1";"2";"4257"
"DJ Sotofett";"2";"2";"4258"
"DJ Sotofett & Jesse";"2";"2";"4259"
"Jeremy Underground";"1";"3";"3482"
"Aaron Arce";"1";"1";"5758"
"Bipo";"1";"1";"5759"
"University Of Love";"1";"1";"5760"
"DJ Trax";"1";"2";"4260"
"NatureBoy";"1";"1";"5761"
"Dose of Paradise";"1";"1";"5762"
"Project Democracy";"1";"1";"5763"
"Level 3";"1";"1";"5764"
"Manhattan Project";"1";"2";"4261"
"Bugge Wesseltoft";"5";"9";"1629"
"Captain Planet";"21";"53";"269"
"Bonga";"51";"70";"187"
"Pele";"1";"6";"2268"
"Yak";"1";"3";"3483"
"Al Doum & The Faryds";"2";"2";"4262"
"Dwig";"1";"2";"4263"
"Alef";"1";"2";"4264"
"Recondite";"2";"2";"4265"
"Romperayo";"4";"4";"2937"
"Tomat Petrella";"2";"2";"4266"
"4TLR";"13";"26";"546"
"Haraket";"1";"1";"5765"
"Reinen";"1";"11";"1364"
"deem spencer";"1";"1";"5766"
"AbJo";"1";"2";"4267"
"Swarvy";"8";"12";"1245"
"Priests";"1";"5";"2546"
"Loona Dae";"1";"2";"4268"
"Frazelle";"2";"3";"3484"
"△▃△▓";"1";"3";"3485"
"Alex Johnson";"3";"18";"823"
"Iasos";"20";"213";"28"
"Yas-Kaz";"2";"10";"1500"
"J.D. Emmanuel";"3";"9";"1630"
"Don Slepian";"5";"182";"40"
"Hot Slot Machine";"1";"10";"1501"
"Adam Port";"8";"30";"467"
"Birds and insects of the Berok River";"1";"1";"5767"
"Archie Shepp";"1";"1";"5768"
"Binker and Moses";"4";"5";"2547"
"Kenny Cox";"1";"2";"4269"
"Yusef Lateef";"4";"6";"2269"
"Laurent Garnier";"6";"17";"877"
"WVR BVBY";"5";"5";"2548"
"Antonin";"1";"2";"4270"
"Landhouse";"10";"20";"733"
"dictaphone";"3";"49";"292"
"The Expansions";"8";"24";"590"
"FaltyDL";"7";"13";"1149"
"Tee Mango";"3";"13";"1150"
"Deadboy";"2";"5";"2549"
"Marquis Hawkes";"3";"5";"2550"
"Nathan Micay";"1";"3";"3486"
"Sei A";"4";"9";"1631"
"Appleblim";"2";"3";"3487"
"Juxta Position";"1";"2";"4271"
"Gerd";"1";"2";"4272"
"Primitive Trust";"1";"2";"4273"
"Pearson Sound";"4";"7";"2001"
"Youandewan";"10";"19";"776"
"Ben Lukas Boysen";"6";"12";"1246"
"Bing & Ruth";"4";"7";"2002"
"Bxentric";"1";"1";"5769"
"Geotic";"1";"1";"5770"
"Agrippa";"1";"1";"5771"
"Deapmash";"1";"1";"5772"
"Burnski";"1";"1";"5773"
"Tenebre";"1";"1";"5774"
"Lusine";"2";"3";"3488"
"Donato Dozzy";"6";"59";"235"
"Batu";"2";"5";"2551"
"Locussolus";"1";"4";"2938"
"Idjut Boys";"1";"8";"1798"
"Rheinzand";"1";"5";"2552"
"The Project Club";"1";"4";"2939"
"DJ Pippi";"2";"16";"936"
"No ID";"1";"3";"3489"
"Gatto Fritto";"1";"3";"3490"
"Eric Duncan";"1";"3";"3491"
"Walton";"2";"4";"2940"
"Kalbata";"3";"7";"2003"
"Freddie Gibbs";"1";"1";"5775"
"Kirk Knight";"1";"1";"5776"
"Scanner";"1";"1";"5777"
"MBONGWANA STAR";"2";"3";"3492"
"Jim-E Stack";"1";"1";"5778"
"Gold Panda";"5";"8";"1799"
"Fatima Yamaha";"5";"14";"1050"
"Hundred Waters";"1";"1";"5779"
"IAMNOBODI";"2";"3";"3493"
"Westerman";"3";"4";"2941"
"Archy Marshall";"1";"1";"5780"
"Mark Pritchard";"15";"34";"412"
"30/70";"10";"24";"591"
"Mount Kimbie";"9";"20";"734"
"Dark Sky";"4";"22";"664"
"Anthony Naples";"14";"25";"566"
"Instupendo";"1";"1";"5781"
"Lord Echo";"36";"93";"132"
"Kadhja Bonet";"6";"28";"503"
"Floating Points";"30";"90";"138"
"Sam Gellaitry";"2";"2";"4274"
"Lars Bartkuhn";"1";"1";"5782"
"Graeme Miller";"1";"1";"5783"
"Tala Vala";"9";"21";"701"
"Otto Totland";"4";"18";"824"
"K-Lone";"8";"23";"626"
"Weedy of 40 Winks";"1";"2";"4275"
"Forest Swords";"13";"26";"547"
"Otzeki";"1";"3";"3494"
"Levon Vincent";"3";"3";"3495"
"Talismann";"1";"1";"5784"
"Barda";"3";"9";"1632"
"Neneh Cherry";"24";"136";"68"
"Third Wave";"1";"1";"5785"
"L'Rain";"23";"121";"80"
"Marijus Aleksa";"5";"58";"242"
"Kingsley Ibeneche";"19";"55";"261"
"ONIPA";"31";"83";"152"
"Barker";"3";"3";"3496"
"Anna Calvi";"18";"100";"112"
"Tolouse Low Trax";"3";"7";"2004"
"Y-Bayani";"1";"1";"5786"
"Great Time";"15";"24";"592"
"Flora";"8";"11";"1365"
"Saib";"4";"4";"2942"
"Geju";"7";"57";"249"
"Per Tjernberg";"9";"21";"702"
"Melt Yourself Down";"2";"2";"4276"
"Jaubi";"5";"26";"548"
"Hunee";"4";"18";"825"
"Basecamp";"1";"1";"5787"
"Jex Opolis";"1";"1";"5788"
"Robohands";"14";"53";"270"
"Jonny Faith";"5";"12";"1247"
"Jamie Isaac";"10";"26";"549"
"Duke Hugh";"23";"131";"74"
"Billy Woods";"9";"15";"991"
"Mark Barrott";"4";"10";"1502"
"Fantaz";"2";"3";"3497"
"felicita";"10";"13";"1151"
"Forma";"1";"1";"5789"
"Lawrence Hart";"3";"6";"2270"
"O'Flynn";"35";"271";"17"
"Sam Gendel";"12";"28";"504"
"Kleintierschaukel";"4";"7";"2005"
"Carlomarco";"1";"3";"3498"
"Hank Jackson";"1";"2";"4277"
"David Mayer";"1";"1";"5790"
"Louie Vega";"4";"8";"1800"
"Blaze";"1";"1";"5791"
"Julien Jabre";"1";"1";"5792"
"Ian Pooley";"4";"9";"1633"
"Quim Manuel O Espirito Santo";"2";"4";"2943"
"Luciano";"1";"1";"5793"
"Jimpster";"2";"3";"3499"
"Joe Corti";"1";"1";"5794"
"Thatmanmonkz";"1";"1";"5795"
"Robert Owens";"2";"3";"3500"
"Joeski";"1";"1";"5796"
"G Club";"1";"1";"5797"
"DJ Gregory";"1";"1";"5798"
"The Stone Roses";"1";"1";"5799"
"Jacob Gurevitsch";"1";"1";"5800"
"The Swan & The Lake";"1";"3";"3501"
"RUF DUG";"3";"7";"2006"
"Al Massrieen";"1";"2";"4278"
"Saul Williams";"1";"2";"4279"
"Nico Stojan";"2";"2";"4280"
"The Comet Is Coming";"6";"13";"1152"
"EARTH BOYS";"9";"20";"735"
"Harold Budd";"10";"30";"468"
"Frank Perry";"1";"7";"2007"
"environments";"7";"78";"162"
"David Casper";"3";"84";"151"
"Joanna Brouk";"5";"27";"521"
"Hidden Spheres";"16";"46";"307"
"Soundspecies & Ache Meyi";"1";"4";"2944"
"Vula Viel";"1";"1";"5801"
"Crewdson";"1";"1";"5802"
"Zun Zun Egui";"1";"2";"4281"
"Sebastian Rochford";"1";"1";"5803"
"Ayani Huni Kuin";"1";"2";"4282"
"Szun Waves";"6";"6";"2271"
"Rejoicer";"5";"12";"1248"
"Werkha";"40";"113";"92"
"GATS";"3";"7";"2008"
"Alban Endlos";"9";"17";"878"
"tomanka";"1";"1";"5804"
"Santi D";"1";"1";"5805"
"Christian Scott aTunde Adjuah";"2";"2";"4283"
"Rob Araujo";"1";"1";"5806"
"Free the Robots";"2";"3";"3502"
"Normanton Street";"1";"1";"5807"
"MIND GAMERS";"2";"2";"4284"
"Tim Maia";"3";"9";"1634"
"Karavan";"14";"25";"567"
"Connan Mockasin";"3";"4";"2945"
"Augustus Pablo";"3";"5";"2553"
"Zazou Bikaye";"2";"2";"4285"
"Big Youth";"2";"2";"4286"
"Malombo";"1";"1";"5808"
"Sublevel 3";"1";"1";"5809"
"Richard Purser Featuring Daniel Double";"1";"1";"5810"
"Dionne";"1";"1";"5811"
"Techno Soul";"1";"1";"5812"
"avroarrow";"1";"2";"4287"
"Man Tear";"1";"4";"2946"
"Lukas Nystrand Von Unge";"2";"6";"2272"
"Off The Meds";"2";"13";"1153"
"Baba Stiltz";"9";"24";"593"
"Adrian Lux";"1";"3";"3503"
"Bella Boo";"24";"76";"168"
"Sofia Kourtesis";"18";"44";"319"
"Al Zanders";"2";"7";"2009"
"Madison McFerrin";"5";"8";"1801"
"Panthera Krause";"8";"16";"937"
"Nhú de Ped'Bia";"1";"2";"4288"
"Pedrinho";"2";"2";"4289"
"Tulipa Negra";"1";"1";"5813"
"Manuel Gomes";"1";"1";"5814"
"Val Xalino";"1";"1";"5815"
"Magnus JJ";"1";"9";"1635"
"Te'Amir";"19";"56";"254"
"Garrett";"3";"3";"3504"
"Scott Xylo";"18";"49";"293"
"Marcus Joseph";"6";"13";"1154"
"Siaubas";"1";"1";"5816"
"Simple Symmetry";"1";"1";"5817"
"A Macaca & Gama";"4";"14";"1051"
"SPIRAL DELUXE";"15";"33";"423"
"Little People";"3";"4";"2947"
"DJ Seinfeld";"4";"23";"627"
"Scott Gilmore";"3";"5";"2554"
"Hanni El Khatib";"1";"2";"4290"
"De Frank Professionals";"1";"2";"4291"
"Kelsey Lu";"1";"1";"5818"
"AMyn";"1";"1";"5819"
"DJ ClicK";"2";"2";"4292"
"VESCE";"1";"1";"5820"
"Gil Scott-Heron";"3";"3";"3505"
"Git";"1";"2";"4293"
"l'éclair";"6";"14";"1052"
"Isabelle Mayereau";"2";"3";"3506"
"Doug Hream Blunt";"1";"1";"5821"
"Pharoah Sanders";"3";"8";"1802"
"Wally Badarou";"1";"1";"5822"
"Lee ""Scratch"" Perry";"1";"1";"5823"
"Ayalew Mesfin";"1";"1";"5824"
"Yamasuki";"1";"2";"4294"
"Sandy B";"3";"8";"1803"
"Tabala";"2";"2";"4295"
"Azymuth";"5";"12";"1249"
"Tartit";"1";"1";"5825"
"Bally Sagoo";"1";"1";"5826"
"Cutty Ranks";"1";"1";"5827"
"The Heptones";"1";"1";"5828"
"Vybz Kartel";"1";"1";"5829"
"Tommy McCook";"2";"2";"4296"
"Black Uhuru";"1";"1";"5830"
"Ata Kak";"1";"1";"5831"
"Dur-Dur Band";"2";"3";"3507"
"Ramuntcho Matta";"1";"1";"5832"
"Basa Basa";"2";"3";"3508"
"Amanaz";"2";"4";"2948"
"Asnaké Gèbrèyès";"1";"1";"5833"
"Dave Liebman";"1";"1";"5834"
"Momo Wandel Soumah";"2";"4";"2949"
"Capital Letters";"1";"1";"5835"
"Matoub Lounès";"1";"1";"5836"
"Johnny Wakelin";"1";"1";"5837"
"? and the Mysterians";"1";"1";"5838"
"Louiz Banks";"1";"2";"4297"
"Carlos Maria";"1";"3";"3509"
"Chaka Demus & Pliers";"1";"1";"5839"
"Antonio Sanches";"1";"4";"2950"
"Adjágas";"1";"1";"5840"
"Tommy Mandel";"2";"2";"4298"
"Talking Heads";"2";"2";"4299"
"Lou Blic";"1";"1";"5841"
"T.P. Orchestre Poly-Rythmo";"2";"2";"4300"
"Roberto Fonseca";"1";"1";"5842"
"Mystica Tribe";"1";"1";"5843"
"Alfio Antico";"1";"1";"5844"
"Pete Beardsworth";"1";"1";"5845"
"Nu Guinea";"13";"30";"469"
"Ground";"1";"1";"5846"
"DWART";"1";"2";"4301"
"Emo Kid";"1";"2";"4302"
"Pitto";"2";"18";"826"
"Kaleido";"7";"59";"236"
"YASUO SUGIBAYASHI";"1";"2";"4303"
"Internal N.Y. Rhythms";"1";"1";"5847"
"moonilena";"1";"1";"5848"
"Paradise Alley";"1";"3";"3510"
"Pedrodollar";"1";"1";"5849"
"Superpitcher";"30";"91";"136"
"Whispers Beirut";"1";"1";"5850"
"Torolf Stendik";"1";"1";"5851"
"Thomas & Jonas";"1";"1";"5852"
"Qaadir Howard";"1";"5";"2555"
"Lucius";"1";"1";"5853"
"The Flaming Lips";"1";"1";"5854"
"Rapossa";"19";"57";"250"
"Ranno Vollman";"1";"1";"5855"
"Jackson Lewis";"1";"1";"5856"
"Christos Fourkis";"1";"1";"5857"
"Lemurian";"1";"1";"5858"
"Omerar Nanda";"1";"1";"5859"
"Yohoros";"1";"1";"5860"
"Tevo Howard";"2";"8";"1804"
"Seven Davis Jr.";"1";"1";"5861"
"Aybee";"1";"2";"4304"
"Hieroglyphic Being";"6";"11";"1366"
"Kassem Mosse";"2";"4";"2951"
"Frangie";"1";"3";"3511"
"K&F";"1";"2";"4305"
"Lana Del Rey";"2";"7";"2010"
"Chicano Batman";"3";"5";"2556"
"Brzzvll";"6";"8";"1805"
"Noname";"11";"11";"1367"
"Akua Naru";"1";"1";"5862"
"soundspecies";"9";"14";"1053"
"Shinichi Atobe";"2";"2";"4306"
"DJ Call Me";"1";"1";"5863"
"Errorsmith";"2";"3";"3512"
"Grupo Controle Digital";"1";"2";"4307"
"Bullion";"7";"29";"484"
"Costa & Chyps";"1";"2";"4308"
"ɹǝqüɟdoʞkopfüber";"2";"3";"3513"
"LIVE im salon_286831970";"1";"1";"5864"
"Landikhan";"1";"1";"5865"
"Roberto Rodriguez";"1";"3";"3514"
"Street Corner Symphony";"1";"2";"4309"
"Bernardo";"1";"1";"5866"
"Red Axes";"7";"28";"505"
"Doc Severinsen";"2";"2";"4310"
"RUNE LINDBÆK";"1";"1";"5867"
"BLUE CAMERA";"1";"1";"5868"
"Ron Rinaldi";"1";"2";"4311"
"Nucleus";"1";"2";"4312"
"Al Wilson";"1";"2";"4313"
"Maureen Bailey";"1";"2";"4314"
"Fein";"1";"2";"4315"
"June Evans";"1";"2";"4316"
"Starcrost";"1";"1";"5869"
"Aldous Harding";"4";"19";"777"
"Just Emma";"1";"1";"5870"
"Foreign Guest";"1";"1";"5871"
"Ameli Paul";"1";"1";"5872"
"Bedouin";"2";"5";"2557"
"Y. Gershovsky";"1";"2";"4317"
"The Lyman Woodard Organization";"1";"1";"5873"
"Stevie Wonder";"6";"7";"2011"
"Groove Committee";"1";"3";"3515"
"Agua Re";"1";"1";"5874"
"Terrence Parker";"3";"3";"3516"
"B.T. Express";"1";"1";"5875"
"Robson Jorge & Lincoln Olivetti";"1";"1";"5876"
"Teddy Pendergrass";"2";"2";"4318"
"Agrupacion Ilegal Los Imparciales";"4";"9";"1636"
"Jonny Drop";"13";"60";"231"
"Your Planet Is Next";"3";"6";"2273"
"Julien Dyne";"34";"77";"165"
"Christian Löffler";"19";"25";"568"
"Aera";"15";"23";"628"
"Jonny Nash";"6";"13";"1155"
"Lowbrow";"1";"1";"5877"
"Pastor T.L. Barrett and The Youth for Christ Choir";"1";"2";"4319"
"Autumn";"1";"1";"5878"
"Madman Jaga";"1";"3";"3517"
"Bernard bonnier";"1";"1";"5879"
"Peter Power";"18";"31";"449"
"Supermax";"1";"1";"5880"
"Siriusmo";"1";"1";"5881"
"Bernard Estardy";"1";"2";"4320"
"Joe Meek & The Blue Men";"1";"6";"2274"
"CLAUDE PERRAUDIN";"1";"1";"5882"
"Shadow";"7";"20";"736"
"Robin Gibb";"1";"1";"5883"
"Prince";"5";"7";"2012"
"Rex Rabanye";"1";"1";"5884"
"Jorge Reyes";"7";"32";"436"
"Raphael Toiné";"1";"1";"5885"
"Joe Gray";"1";"2";"4321"
"Cottam";"1";"2";"4322"
"Jabru";"1";"2";"4323"
"Lrusse";"1";"2";"4324"
"Will Saul";"4";"7";"2013"
"Axel Boman / CLOSE";"1";"2";"4325"
"October";"1";"2";"4326"
"David Clement";"2";"3";"3518"
