Name;Tracks;Scrobbles;Rank
"The Cure";"1";"1";"7057"
"Janis Joplin";"2";"2";"4830"
"Naty Seres";"1";"1";"7058"
"Damon Albarn";"18";"49";"291"
"Reverie";"1";"1";"7059"
"Beak>";"1";"1";"7060"
"My Morning Jacket";"1";"3";"3755"
"Tranquility Bass";"1";"12";"1285"
"Janax Pacha";"1";"16";"954"
"Tiefe Wasser Berlin";"1";"1";"7061"
"Lakou Mizik";"2";"12";"1286"
"Lucio Battisti";"1";"1";"7062"
"João Gilberto";"1";"2";"4831"
"Italo Brutalo";"1";"1";"7063"
"ntombi ndaba";"1";"13";"1173"
"Themba";"1";"1";"7064"
"SONNS";"1";"11";"1403"
"Oracle Sisters";"2";"2";"4832"
"Seckou Keita";"6";"12";"1287"
"ᗰᗩᖇIEᑌ";"1";"1";"7065"
"David Rausch";"2";"2";"4833"
"Goat Girl";"1";"1";"7066"
"Jane Weaver";"1";"1";"7067"
"Thom Yorke";"1";"1";"7068"
"She Drew the Gun";"1";"1";"7069"
"Karen O";"1";"1";"7070"
"Kae Tempest";"4";"4";"3091"
"JO BISSA";"1";"1";"7071"
"El Michels Affair meets Liam Bailey";"12";"58";"239"
"Vaughan Mason";"1";"1";"7072"
"Tonbruket";"5";"6";"2341"
"Erland Cooper";"3";"7";"2072"
"Kenny Wheeler";"1";"2";"4834"
"RIDDIM CHANGO RECORDS";"1";"1";"7073"
"Koreless";"5";"7";"2073"
"Jacob Haage";"1";"1";"7074"
"Astrid Sonne";"2";"2";"4835"
"Yasuaki Shimizu";"1";"2";"4836"
"Space Afrika";"2";"2";"4837"
"Skalpel";"2";"5";"2653"
"Quasimoto";"1";"1";"7075"
"Nitty Gritty® Store Hours";"1";"1";"7076"
"RINse FM";"1";"1";"7077"
"Dogger";"1";"1";"7078"
"Shy FX";"1";"1";"7079"
"Mòo & Jo";"1";"1";"7080"
"Ilian Tape";"1";"1";"7081"
"Tom Wienland (Sound Voyage ,7 Samurai, panOptikum)";"1";"4";"3092"
"Stones Throw Records";"1";"1";"7082"
"Rogue D";"1";"1";"7083"
"Flow Music";"1";"1";"7084"
"Caleesi & Sarah Kreis";"1";"1";"7085"
"Molly Lewis";"3";"6";"2342"
"ChairmanK";"1";"2";"4838"
"Takuya Kuroda";"2";"12";"1288"
"Mellow";"1";"1";"7086"
"UDM";"1";"1";"7087"
"Maga Bo";"1";"10";"1536"
"HaHa Sounds Collective";"1";"1";"7088"
"Waldo's Gift";"2";"2";"4839"
"Menahan Street Band";"4";"18";"845"
"John Lurie";"1";"21";"708"
"Dadawah";"1";"1";"7089"
"Web Web";"25";"100";"112"
"The Still Brothers";"1";"2";"4840"
"Janelle Monáe";"1";"2";"4841"
"Don Cherry";"6";"12";"1289"
"Annette Peacock";"1";"1";"7090"
"Terry Riley";"1";"1";"7091"
"Farhot";"2";"2";"4842"
"Balkan Taksim";"1";"1";"7092"
"Faithless";"1";"1";"7093"
"Délicieuse Musique";"1";"3";"3756"
"D.DAN";"1";"1";"7094"
"Nils Wülker";"2";"3";"3757"
"Zebra Centauri";"1";"4";"3093"
"les enfants sauvages";"1";"1";"7095"
"SPANDAU20";"1";"1";"7096"
"Ìxtahuele";"1";"1";"7097"
"Mahmoud Guinia";"3";"4";"3094"
"Erik von Spreckelsen";"1";"2";"4843"
"18 Rays";"2";"3";"3758"
"Dream Stars";"1";"1";"7098"
"Sedibus";"1";"1";"7099"
"G.B. Beckers";"1";"1";"7100"
"Ninja Tune";"1";"1";"7101"
"Fusion Groove Orchestra";"1";"3";"3759"
"Nikolaïevitch";"1";"1";"7102"
"Sarah Neufeld";"1";"2";"4844"
"Dürerstuben";"1";"1";"7103"
"Deer";"1";"1";"7104"
"Nutia";"1";"1";"7105"
"lokke";"1";"1";"7106"
"Fran & Flora";"1";"1";"7107"
"Johanna Burnheart";"1";"1";"7108"
"Esteble";"1";"1";"7109"
"Tepeme Música";"3";"5";"2654"
"Prince Fatty";"2";"4";"3095"
"Sven Wunder";"9";"21";"709"
"Jon Kennedy";"11";"61";"222"
"Phil Stroud";"1";"6";"2343"
"Chapelier Fou";"2";"8";"1865"
"Chris Merrick Hughes";"1";"1";"7110"
"ishi vu";"1";"10";"1537"
"Mama";"1";"14";"1080"
"Mabe Fratti";"1";"4";"3096"
"Alyson McNamara";"1";"8";"1866"
"Ghost Funk Orchestra";"3";"6";"2344"
"Yppah";"1";"2";"4845"
"Patrick Pulsinger";"1";"1";"7111"
"Motte Edits";"2";"3";"3760"
"David Rojas";"1";"1";"7112"
"Sun Palace";"1";"1";"7113"
"Function";"1";"7";"2074"
"Cihangir Aslan";"1";"18";"846"
"Rosie Lowe";"7";"15";"1009"
"The KBCS";"1";"1";"7114"
"brother portrait";"1";"1";"7115"
"Mom";"2";"2";"4846"
"Josiah Steinbrick";"6";"11";"1404"
"Ulises Conti";"1";"1";"7116"
"Glenn Gould";"1";"1";"7117"
"algarhythms";"1";"3";"3761"
"80’s Child";"1";"1";"7118"
"Yasmin Williams";"1";"2";"4847"
"Vanishing Twin";"4";"9";"1678"
"Arooj Aftab";"4";"19";"792"
"Alain Goraguer";"1";"1";"7119"
"Leslie Winer";"1";"1";"7120"
"Haiku Salut";"1";"16";"955"
"Nailah Hunter";"2";"13";"1174"
"TALsounds";"1";"1";"7121"
"Carm";"1";"1";"7122"
"Thomash (Pollinations)";"1";"2";"4848"
"Diego Alejandro Silva";"1";"1";"7123"
"Karen y Los Remedios";"2";"4";"3097"
"Ronald Christoph";"1";"2";"4849"
"NEU/BODY";"1";"1";"7124"
"CircoLoco Records";"1";"1";"7125"
"Steffen Kirchhoff";"1";"10";"1538"
"Fergie";"1";"10";"1539"
"Cro";"2";"2";"4850"
"Alivenique";"1";"1";"7126"
"Drames Rurals";"2";"8";"1867"
"Skiifall";"1";"2";"4851"
"Ol' Burger Beats";"2";"14";"1081"
"Silky Drip";"2";"2";"4852"
"Jacana People";"3";"3";"3762"
"diantonie";"1";"1";"7127"
"-M-";"3";"3";"3763"
"Tsegue-Maryam Guebrou";"1";"4";"3098"
"Arthur Verocai";"1";"3";"3764"
"Foehn Trio";"2";"3";"3765"
"Kairo";"2";"2";"4853"
"Tara Clerkin Trio";"4";"9";"1679"
"monki";"2";"3";"3766"
"Gonz Cabrera";"1";"2";"4854"
"Galactic Funk";"1";"1";"7128"
"Whypeopledance";"1";"1";"7129"
"Colin Vallon";"1";"2";"4855"
"Evamuss";"1";"1";"7130"
"Filippo Moscatello";"1";"1";"7131"
"Chris Stath";"1";"1";"7132"
"Phish";"1";"1";"7133"
"Dylevn";"1";"1";"7134"
"Peter Luedemann";"1";"1";"7135"
"Zug der Liebe";"1";"1";"7136"
"thebunkerny";"1";"5";"2655"
"Warmth";"1";"3";"3767"
"Emeka Ogboh";"1";"14";"1082"
"Arjuna Oakes";"15";"50";"286"
"Minoru Muraoka";"1";"22";"671"
"SMERZ";"2";"9";"1680"
"Phase Phorce";"1";"5";"2656"
"Adryan";"1";"5";"2657"
"GILB";"1";"5";"2658"
"Bel-Air Ltd";"1";"5";"2659"
"The Prince of Dance Music";"1";"5";"2660"
"Jared Wilson";"1";"4";"3099"
"The Godson";"1";"4";"3100"
"Lady B";"1";"4";"3101"
"Bluestaeb";"5";"6";"2345"
"Mike Servito";"1";"1";"7137"
"Live At Robert Johnson";"1";"3";"3768"
"Koffee";"1";"16";"956"
"Wig Wam";"1";"10";"1540"
"Bang Camaro";"1";"11";"1405"
"Phonica Records";"1";"1";"7138"
"IsBurning";"1";"3";"3769"
"Otis Sandsjö";"5";"6";"2346"
"TheSorryEntertainer";"1";"1";"7139"
"Philipp Fein";"1";"2";"4856"
"DJ Fog Puma";"1";"1";"7140"
"Dumbo Gets Mad";"1";"1";"7141"
"Alma Linda";"3";"5";"2661"
"Sound Earth Legacy";"1";"2";"4857"
"Maxim Lany";"1";"2";"4858"
"Gab Ferreira";"1";"2";"4859"
"Fabulous/Arabia";"1";"1";"7142"
"Valerie June";"1";"1";"7143"
"Alain Bellaïche";"2";"5";"2662"
"Inwards";"1";"16";"957"
"The Poets of Rhythm";"3";"9";"1681"
"Let Your Hair Down";"1";"1";"7144"
"Doctor Flake";"5";"25";"571"
"Clem Beatz";"3";"6";"2347"
"The Geek x Vrv";"4";"6";"2348"
"brass.beats";"1";"1";"7145"
"Dafuniks";"3";"11";"1406"
"Downtown Owl";"2";"5";"2663"
"Novvel";"1";"2";"4860"
"Lemeria";"1";"1";"7146"
"JK Soul";"1";"1";"7147"
"Bequem";"1";"2";"4861"
"Logic1000";"4";"13";"1175"
"Jacques Greene";"1";"1";"7148"
"Cascadeur";"1";"1";"7149"
"Christina Higham";"1";"3";"3770"
"Hideyuki Hashimoto";"2";"3";"3771"
"Sofia Nystrand";"1";"1";"7150"
"Rob Burger";"1";"2";"4862"
"Carlo Boscolli";"1";"3";"3772"
"William Cas";"2";"2";"4863"
"Dennis Korn";"1";"2";"4864"
"Sofiane Pamart";"1";"1";"7151"
"Asfar Hussain";"1";"1";"7152"
"Bobby Hutcherson";"1";"1";"7153"
"Cal Tjader";"1";"1";"7154"
"Quarter to Africa";"1";"2";"4865"
"Mira (Berlin)";"1";"15";"1010"
"New Age Doom";"1";"1";"7155"
"Craig Leon";"1";"1";"7156"
"µ-Ziq";"2";"2";"4866"
"Tristan Arp";"3";"3";"3773"
"Riyoon";"2";"2";"4867"
"Hrag Mikkel";"1";"1";"7157"
"Lee Clarke";"2";"8";"1868"
"The Smile";"20";"32";"439"
"gouranga";"1";"1";"7158"
"Los Bitchos";"8";"23";"636"
"Dargz";"10";"31";"454"
"Fleetwood Mac";"13";"59";"232"
"In Aeternam Vale";"1";"2";"4868"
"Shlømo";"1";"2";"4869"
"EKSERD";"1";"1";"7159"
"Mishka";"1";"1";"7160"
"General Elektriks";"1";"1";"7161"
"Agoria";"2";"3";"3774"
"Spaniol";"10";"10";"1541"
"10cc";"2";"2";"4870"
"Carole King";"1";"1";"7162"
"Joe Walsh";"1";"1";"7163"
"Robert Palmer";"2";"2";"4871"
"Supertramp";"1";"1";"7164"
"Boz Scaggs";"1";"1";"7165"
"America";"1";"1";"7166"
"The Police";"1";"1";"7167"
"The Band";"1";"1";"7168"
"Van Morrison";"1";"1";"7169"
"Raffy Bushman";"2";"2";"4872"
"Diana Ross";"1";"1";"7170"
"Sam & Dave";"1";"1";"7171"
"Bastille";"1";"1";"7172"
"The O'Jays";"1";"1";"7173"
"The Doobie Brothers";"1";"1";"7174"
"Antonín Dvořák";"2";"2";"4873"
"George Frideric Handel";"15";"15";"1011"
"Franz Joseph Haydn";"3";"3";"3775"
"Edvard Grieg";"3";"3";"3776"
"Franz Schubert";"2";"2";"4874"
"Georges Bizet";"2";"2";"4875"
"Jacques Blanc";"1";"2";"4876"
"Iñaki García";"1";"1";"7175"
"Vetle Nærø";"1";"2";"4877"
"Nadia Oak";"1";"1";"7176"
"Areni Agbabian";"1";"1";"7177"
"Arash SaneE";"1";"3";"3777"
"Alice In Winter";"1";"1";"7178"
"Jørg Sorensen";"1";"2";"4878"
"Flóki";"1";"1";"7179"
"Music Lab Collective";"1";"2";"4879"
"Poppy Ackroyd";"1";"1";"7180"
"Eik Octobre";"1";"1";"7181"
"Wide Eyed";"1";"1";"7182"
"Mahan Farzad";"1";"1";"7183"
"John Glacier";"2";"17";"898"
"Kedr Livanskiy";"1";"1";"7184"
"Hamburg Spinners";"1";"5";"2664"
"Eiji Nakayama";"1";"1";"7185"
"_by.ALEXANDER";"3";"5";"2665"
"Nala Sinephro";"3";"8";"1869"
"Mindy Meng Wang 王萌";"3";"11";"1407"
"Scion";"8";"9";"1682"
"Jean Carn";"2";"4";"3102"
"Jianbo";"1";"1";"7186"
"Fred again..";"5";"12";"1290"
"Hubbabubbaklubb";"2";"7";"2075"
"Huw Marc Bennett";"11";"35";"403"
"Move 78";"19";"101";"110"
"Zeitgeist Freedom Energy Exchange";"22";"109";"97"
"Plaid";"1";"4";"3103"
"Silent Poets";"2";"3";"3778"
"Luca Lozano";"1";"6";"2349"
"Luca De-Santo";"1";"7";"2076"
"Oki";"2";"4";"3104"
"Apifera";"6";"20";"738"
"Aurora Dee Raynes";"1";"1";"7187"
"Rose Riebl";"1";"1";"7188"
"Doug Thomas";"1";"1";"7189"
"Caoimhín Ó Raghallaigh";"1";"1";"7190"
"Ola Claësson";"1";"1";"7191"
"Franz Becker";"1";"1";"7192"
"Jess Gillam";"1";"1";"7193"
"Otto A Totland";"1";"1";"7194"
"Jelly Cleaver";"1";"2";"4880"
"Tarwater";"2";"4";"3105"
"Sebastian Plano";"1";"1";"7195"
"Suricata";"1";"1";"7196"
"Cornelius Doctor";"1";"7";"2077"
"Markoza";"1";"1";"7197"
"Mind End";"1";"1";"7198"
"Svaneborg Kardyb";"16";"44";"318"
"Herbert";"21";"94";"126"
"Sibusile Xaba";"1";"1";"7199"
"박혜진 Park Hye Jin";"2";"9";"1683"
"Lady Blackbird";"3";"7";"2078"
"Ballaké Sissoko";"5";"19";"793"
"Fuubutsushi";"1";"1";"7200"
"Vivian Roost";"1";"1";"7201"
"Kimbra";"1";"1";"7202"
"Sound Of Mint";"1";"1";"7203"
"Lee Jones";"1";"1";"7204"
"WYS";"2";"3";"3779"
"Gotye";"1";"1";"7205"
"KYONGPAUL";"4";"22";"672"
"Bitchin Bajas";"7";"9";"1684"
"Dave Okumu";"1";"1";"7206"
"Ben Marc";"14";"86";"147"
"Rogér Fakhr";"5";"12";"1291"
"Koki Nakano";"2";"2";"4881"
"Meduza";"1";"1";"7207"
"Deepend";"1";"1";"7208"
"Kalipo";"1";"7";"2079"
"Charles Mingus";"1";"2";"4882"
"Simon Lovermann";"2";"6";"2350"
"LI YILEI";"3";"11";"1408"
"Gene Lawrence";"1";"1";"7209"
"Yom";"13";"17";"899"
"Rosinha de Valença";"1";"12";"1292"
"Blundetto";"6";"15";"1012"
"Galt Macdermot";"1";"1";"7210"
"Hardkandy";"2";"2";"4883"
"Boris Garbiner Happening";"1";"1";"7211"
"Gil Scott-Heron & Brian Jackson";"1";"15";"1013"
"Girma Bèyènè";"2";"4";"3106"
"Baba Ali";"1";"3";"3780"
"Supergombo";"11";"71";"184"
"Dana Gavanski";"1";"2";"4884"
"e.vax";"2";"4";"3107"
"All Day Breakfast Cafe";"2";"13";"1176"
"pijama land";"1";"2";"4885"
"The KLF";"2";"14";"1083"
"Voyou";"1";"1";"7212"
"Lonely Guest";"2";"2";"4886"
"Alina Bzhezhinska";"13";"62";"217"
"Vega Trails";"4";"9";"1685"
"Harry Mudie";"3";"15";"1014"
"Extra Golden";"2";"2";"4887"
"Say She She";"27";"132";"72"
"Marisa Anderson";"1";"1";"7213"
"Gitkin";"7";"25";"572"
"Le Parody";"1";"1";"7214"
"Happyness";"1";"2";"4888"
"Eli & Fur";"1";"1";"7215"
"Larry Goldings";"1";"8";"1870"
"Jeremiah Chiu";"6";"22";"673"
"The Scorpions";"2";"13";"1177"
"Pyramid Project";"1";"7";"2080"
"Bananagun";"11";"40";"354"
"Fred Pallem";"1";"12";"1293"
"Cochemea";"6";"24";"601"
"Maria Chiara Argirò";"3";"6";"2351"
"1000 Beasts";"1";"1";"7216"
"Ted Lucas";"9";"21";"710"
"Minnie Riperton";"1";"13";"1178"
"Daniel Herskedal";"1";"1";"7217"
"Moon Diagrams";"2";"3";"3781"
"Arushi Jain";"1";"1";"7218"
"Houston & Dorsey";"1";"5";"2666"
"Joe Emerson";"2";"2";"4889"
"Moritz von Oswald Trio";"11";"23";"637"
"Richie Hawtin";"1";"3";"3782"
"Dub Syndicate";"8";"8";"1871"
"Roderic";"1";"18";"847"
"The Herbaliser";"8";"20";"739"
"Backini";"1";"1";"7219"
"Protassov";"1";"1";"7220"
"The Spy from Cairo";"2";"2";"4890"
"Scratch Bandits Crew";"1";"1";"7221"
"Marco Kleebauer";"1";"1";"7222"
"Da Break";"2";"5";"2667"
"Deepside Ludovic Navarre";"2";"8";"1872"
"Wet Leg";"1";"3";"3783"
"The Maccabees";"1";"1";"7223"
"Miret";"1";"11";"1409"
"Girma Hadgu";"1";"2";"4891"
"Robbie Basho";"1";"2";"4892"
"Leo Nocentelli";"1";"2";"4893"
"Yukicito";"1";"1";"7224"
"Seed Ensemble";"1";"1";"7225"
"Olof Dreijer";"4";"11";"1410"
"Taylor McFerrin";"4";"7";"2081"
"Grupo Bahia";"1";"2";"4894"
"Ms. Lauryn Hill";"1";"2";"4895"
"Melanie Charles";"12";"22";"674"
"Orchestre Tout Puissant Marcel Duchamp";"5";"8";"1873"
"Sexy Lazer";"3";"9";"1686"
"Sawako";"1";"1";"7226"
"Omni Gardens";"4";"8";"1874"
"Skrillex";"1";"1";"7227"
"Endel";"7";"7";"2082"
"Bolis Pupul";"12";"44";"319"
"Lonnie Holley";"1";"8";"1875"
"Warpaint";"10";"49";"292"
"Common Saints";"9";"12";"1294"
"Anthony Joseph";"2";"3";"3784"
"Pasteur Lappe";"2";"3";"3785"
"Lauren Ritter";"2";"3";"3786"
"Sofie Royer";"1";"11";"1411"
"Shabaka";"3";"7";"2083"
"Donald's House";"2";"4";"3108"
"Kimyan Law";"1";"2";"4896"
"Haiyti";"1";"1";"7228"
"Dj Divo";"1";"7";"2084"
"Chloé (Thévenin)";"1";"1";"7229"
"Bonfante";"1";"1";"7230"
"Barry Can't Swim";"31";"200";"32"
"Heinrich Kobberling";"7";"8";"1876"
"Lady Zu";"2";"9";"1687"
"Carlinhos Trompete";"2";"7";"2085"
"Luís Vagner";"2";"7";"2086"
"Tony Bizarro";"2";"8";"1877"
"Toni Tornado";"2";"7";"2087"
"Name UL";"1";"1";"7231"
"King Ghazi Presents Abu Sayah";"1";"1";"7232"
"SEBASTIEN CASANOVA";"2";"6";"2352"
"Y E L A G U A";"1";"1";"7233"
"Elektro Hafız";"1";"16";"958"
"Loli Molina";"5";"16";"959"
"Paulo Coração";"1";"1";"7234"
"Junior Mendes";"1";"1";"7235"
"Serginho Meriti";"1";"1";"7236"
"Anacy Arcanjo";"1";"1";"7237"
"Felix Laband";"12";"17";"900"
"Dope Lemon";"1";"1";"7238"
"Kenneth Bager";"1";"24";"602"
"MILJON";"1";"1";"7239"
"Solomun";"2";"6";"2353"
"Katalyst";"8";"20";"740"
"Phoebe Killdeer and the Short Straws";"1";"1";"7240"
"Brock Berrigan";"1";"1";"7241"
"Hooverphonic";"1";"1";"7242"
"I Monster";"2";"4";"3109"
"Hedflux";"1";"1";"7243"
"Gramatik";"1";"1";"7244"
"Still Corners";"1";"2";"4897"
"Santi & Tuğçe";"2";"2";"4898"
"Monkey Marc";"1";"1";"7245"
"Michael Nau";"2";"24";"603"
"Trinity FM";"1";"1";"7246"
"Benoît Pioulard";"1";"1";"7247"
"The Bongo Hop";"11";"14";"1084"
"Ólöf Arnalds";"1";"1";"7248"
"DJ Double";"1";"1";"7249"
"01001101";"1";"1";"7250"
"Ricardo Villalobos";"3";"17";"901"
"Cesar Merveille";"1";"2";"4899"
"Reboot";"1";"1";"7251"
"Rhadoo";"1";"2";"4900"
"Up, Bustle and Out";"2";"17";"902"
"Brandon Coleman";"17";"33";"427"
"Batbait";"1";"4";"3110"
"Zé Roberto";"1";"1";"7252"
"Louis Armstrong";"1";"1";"7253"
"Axel Thesleff";"1";"1";"7254"
"Tame Impala";"2";"4";"3111"
"Frankey & Sandrino";"1";"3";"3787"
"Fka Mash";"1";"9";"1688"
"Akofa Akoussah";"3";"9";"1689"
"Anushka";"1";"1";"7255"
"Brittany Howard";"1";"1";"7256"
"Stringtronics";"1";"1";"7257"
"Mamman Sani";"3";"6";"2354"
"Makers";"1";"4";"3112"
"Aldorande";"1";"4";"3113"
"Philip Ackowsky";"1";"2";"4901"
"Kronotrope";"1";"1";"7258"
"Stephen Disario";"1";"2";"4902"
"SW.";"2";"2";"4903"
"Jason Peters";"2";"5";"2668"
"Massimiliano Pagliara";"2";"4";"3114"
"Rage Against the Machine";"3";"3";"3788"
"Daniel Kehlmann";"1";"1";"7259"
"Martín Buscaglia";"1";"1";"7260"
"Aca Seca Trio";"1";"1";"7261"
"Tour-Maubourg";"33";"91";"133"
"The Detroit Escalator Co.";"1";"1";"7262"
"Blanka";"2";"6";"2355"
"Don Melody Club";"3";"6";"2356"
"Space Farm";"1";"1";"7263"
"Fred und Luna";"1";"9";"1690"
"La Chica";"1";"2";"4904"
"Yalnayak";"1";"11";"1412"
"Bloom Bat";"2";"4";"3115"
"QUINQUIS";"1";"1";"7264"
"Marengo";"1";"1";"7265"
"Ibeyi";"1";"1";"7266"
"John Roberts";"1";"1";"7267"
"space echo";"1";"1";"7268"
"Jaded";"2";"9";"1691"
"The Diasonics";"6";"6";"2357"
"McCoy Tyner";"1";"1";"7269"
"YokoO";"1";"7";"2088"
"Francis Harris";"12";"34";"413"
"Kate Simko";"1";"2";"4905"
"Triorität";"2";"3";"3789"
"Ghetto Priest";"2";"9";"1692"
"Rosinha De Valencia";"1";"1";"7270"
"Immersion";"1";"1";"7271"
"Conclave";"13";"45";"312"
"Akasha";"2";"11";"1413"
"Freestyle Man";"3";"23";"638"
"Klangkarussell";"1";"1";"7272"
"Ruby Goon";"1";"5";"2669"
"Wau Wau Collectif";"18";"31";"455"
"Lucien Johnson";"1";"1";"7273"
"Elijah Minnelli";"1";"1";"7274"
"Eduardo Castillo";"1";"11";"1414"
"Paula Tape";"2";"12";"1295"
"Pale Jay";"6";"11";"1415"
"Facta";"1";"2";"4906"
"Derya Yıldırım & Grup Şimşek";"4";"20";"741"
"Guy Contact";"1";"2";"4907"
"Greentea Peng";"23";"34";"414"
"Prefuse 73";"2";"9";"1693"
"Matt Berry";"1";"1";"7275"
"Eric Hilton";"2";"4";"3116"
"Etran de L'AÏr";"2";"2";"4908"
"Astrid Engberg";"3";"8";"1878"
"Crimewave";"1";"4";"3117"
"Bright & Findlay";"2";"3";"3790"
"Mar Seck";"1";"1";"7276"
"You'll Never Get to Heaven";"1";"1";"7277"
"Barbara Keith";"1";"3";"3791"
"Wu-Tang Clan";"1";"1";"7278"
"Peppe Nastri";"1";"2";"4909"
"The Cactus Channel";"1";"1";"7279"
"Channo";"2";"5";"2670"
"Shute";"1";"1";"7280"
"Tōth";"3";"4";"3118"
"mindchatter";"14";"32";"440"
"Marcoca";"2";"2";"4910"
"Neil Frances";"13";"29";"486"
"Freak Slug";"1";"1";"7281"
"Saint Jude";"2";"2";"4911"
"Hector Gachan";"1";"1";"7282"
"Blue Material";"1";"1";"7283"
"Will Van Horn";"1";"1";"7284"
"Model Man";"1";"1";"7285"
"Jazzbois";"9";"25";"573"
"Ebi Soda";"10";"21";"711"
"Nduduzo Makhathini";"1";"1";"7286"
"Amanda Whiting";"8";"19";"794"
"Immanuel Wilkins";"7";"27";"525"
"Inner Wave";"1";"1";"7287"
"Quelle Chris";"1";"2";"4912"
"Carthnage";"2";"2";"4913"
"Kek'star";"2";"11";"1416"
"Shay Hazan";"11";"36";"391"
"Tosca";"10";"33";"428"
"CRÁNEO";"1";"3";"3792"
"Funki Porcini";"8";"41";"343"
"Cookiee Kawaii";"1";"1";"7288"
"Inji";"1";"1";"7289"
"Ark Patrol";"1";"1";"7290"
"Madonna";"1";"1";"7291"
"Docx";"1";"1";"7292"
"Athletic Progression";"27";"137";"66"
"Yaya Bey";"7";"16";"960"
"40 Winks";"7";"12";"1296"
"Jonny Trunk";"1";"1";"7293"
"Roy of the Ravers";"1";"1";"7294"
"Butch Cassidy Sound System";"1";"2";"4914"
"Kibrom Birhane";"11";"211";"29"
"A. Billi Free";"4";"19";"795"
"Kyoto Jazz Massive";"1";"3";"3793"
"International Soleil Band";"1";"12";"1297"
"Knowsum";"5";"9";"1694"
"Remulak";"1";"1";"7295"
"Joe Corfield";"2";"2";"4915"
"Glass Animals";"1";"1";"7296"
"Suzanne Ciani";"9";"13";"1179"
"Jean Sibelius";"1";"1";"7297"
"Eraan";"1";"1";"7298"
"NeTam";"1";"3";"3794"
"SPARKLE DIVISION";"1";"1";"7299"
"The Deadbeats";"2";"6";"2358"
"Pachyman";"3";"17";"903"
"Eva Geist";"1";"1";"7300"
"Sofie Birch";"1";"7";"2089"
"Tstewart";"2";"7";"2090"
"Jesper Ryom";"3";"21";"712"
"Deadbeat";"1";"6";"2359"
"Monophonics";"1";"9";"1695"
"Hannah Holland";"1";"3";"3795"
"Mkwaju Ensemble";"1";"2";"4916"
"Damiano von Erckert";"2";"7";"2091"
"Neue Grafik Ensemble";"1";"1";"7301"
"Charles Stepney";"3";"9";"1696"
"Magdy Al Hussainy";"1";"5";"2671"
"Vieux Farka Touré";"8";"20";"742"
"Saint Petersburg Disco Spin Club & Lipelis";"2";"21";"713"
"BALTHVS";"4";"13";"1180"
"Bobby Oroza";"4";"7";"2092"
"Timbaland";"1";"1";"7302"
"Prince Jammy";"1";"1";"7303"
"Rezident";"2";"12";"1298"
"Nomas";"1";"2";"4917"
"Ko Shin Moon";"10";"35";"404"
"Brian Tyler";"1";"1";"7304"
"Ahmed Malek";"3";"16";"961"
"Ranil";"2";"6";"2360"
"Dombrance";"1";"1";"7305"
"Fyfe";"1";"1";"7306"
"Mr. Ho";"1";"4";"3119"
"Echt!";"1";"1";"7307"
"Round";"3";"3";"3796"
"Pavel Dovgal";"3";"7";"2093"
"Modica";"1";"1";"7308"
"Illum Sphere";"1";"1";"7309"
"Retromigration";"7";"10";"1542"
"Connie Han";"1";"1";"7310"
"Robben Ford";"1";"1";"7311"
"Jean-Pierre Como";"1";"1";"7312"
"Glimlip";"1";"1";"7313"
"Swindle";"1";"1";"7314"
"Kansas Smitty's";"1";"8";"1879"
"Walt Weiskopf";"1";"1";"7315"
"June Chikuma";"1";"1";"7316"
"Steven Cooper";"3";"6";"2361"
"Upper Astral";"6";"12";"1299"
"Peter Winnipeg";"3";"5";"2672"
"Goldwash";"1";"1";"7317"
"clayjay";"1";"1";"7318"
"Fhin";"1";"1";"7319"
"Brothers Of My Uncle";"1";"2";"4918"
"Kinkajous";"1";"2";"4919"
"Marcos Resende";"1";"1";"7320"
"Anna Butterss";"2";"4";"3120"
"Melissa Aldana";"1";"1";"7321"
"Bonus Points";"1";"4";"3121"
"The Zenmenn";"4";"9";"1697"
"Kifu Mitsuhashi";"1";"2";"4920"
"Skeleten";"1";"3";"3797"
"Daniel Ögren";"3";"11";"1417"
"AcidSlop";"8";"23";"639"
"Slow Rotation Inc";"4";"22";"675"
"Deantoni Parks";"1";"2";"4921"
"Kikagaku Moyo";"13";"26";"547"
"Harold Al Souk";"1";"9";"1698"
"Jack J";"16";"40";"355"
"COUSIN KULA";"8";"15";"1015"
"Pachakuti";"3";"8";"1880"
"Javier Santiago";"6";"9";"1699"
"Plastikman";"1";"5";"2673"
"Train";"1";"1";"7322"
"Lipphead";"7";"7";"2094"
"Ezéchiel Pailhès";"3";"11";"1418"
"The Detroit Experiment";"2";"13";"1181"
"MadOne";"1";"1";"7323"
"Klein Zage";"3";"17";"904"
"Moonfish";"1";"1";"7324"
"The Movers";"5";"24";"604"
"KMRU";"2";"2";"4922"
"Orlando Weeks";"1";"2";"4923"
"Stella Chiweshe";"1";"2";"4924"
"Lion's Drums";"1";"1";"7325"
"Anderson .Paak";"8";"8";"1881"
"United Freedom Collective";"30";"178";"42"
"The Suffers";"1";"14";"1085"
"Second Storey";"1";"1";"7326"
"Soccer96";"3";"14";"1086"
"Booka Shade";"17";"95";"122"
"Metro Area";"13";"29";"487"
"Branko Mataja";"1";"19";"796"
"Tony Palkovic";"1";"3";"3798"
"Robert Slap";"9";"62";"218"
"Mim Suleiman";"2";"7";"2095"
"Charbonneau / Amato";"1";"1";"7327"
"Elmiene";"1";"1";"7328"
"Eiko Ishibashi";"2";"2";"4925"
"Chevals";"2";"2";"4926"
